route_id,start_lat,start_lon,end_lat,end_lon,distinct_cyclists,days_active,popularity_rating,avg_speed,avg_duration,route_type,has_bike_lane
R00052,51.534913282336106,-0.1249062865972788,51.505869628713,-0.129496030244111,9,282,10,27.4,37.9,Leisure,True
R00053,51.55134989415642,-0.08389323014871038,51.47397745401633,-0.15094662439323928,408,85,9,26.4,17.6,Commute,True
R00054,51.54688273504276,-0.09792167642263346,51.55196981470002,-0.14905383351027499,347,152,4,23.1,31.5,Exercise,False
R00055,51.517189997881104,-0.07800658894666625,51.54239753714806,-0.1121243936525443,130,117,4,13.5,24.8,Mixed,True
R00056,51.54958742350231,-0.142728818454829,51.524302233732904,-0.08094626683001077,79,264,3,16.4,39.9,Mixed,False
R00057,51.466249250205195,-0.10108117110688732,51.50362955610006,-0.1174362799440625,169,99,6,17.1,41.9,Exercise,False
R00058,51.476998286241916,-0.1376069086390758,51.49857655415845,-0.1701020532935034,282,19,1,24.2,44.9,Commute,False
R00059,51.461922728891054,-0.12981243796960912,51.52249734671509,-0.17024163861459332,446,266,6,24.8,13.7,Exercise,False
R00060,51.489933033076326,-0.115049453678163,51.511943186940684,-0.0826576779154434,328,115,2,18.2,39.9,Leisure,False
R00061,51.496267728968945,-0.09043228858136612,51.46362731058819,-0.14807092096926663,481,336,9,18.7,17.8,Commute,False
R00062,51.48453490317739,-0.07939165308007048,51.50865026487703,-0.16859330139175246,304,195,2,12.7,29.9,Leisure,True
R00063,51.54027375091519,-0.10097265861354818,51.538040361723276,-0.11789554128496185,294,101,7,16.6,26.7,Mixed,False
R00064,51.493075332669356,-0.13602332178326662,51.50332398775969,-0.11543512217097339,81,111,1,19.2,8.7,Mixed,False
R00065,51.48549345096874,-0.135664299772293,51.46259565775543,-0.11294951798813119,302,14,7,13.9,42.5,Commute,False
R00066,51.51166960831582,-0.10404176984111085,51.5360278199384,-0.15105979721424587,141,73,5,19.3,10.9,Exercise,False
R00067,51.47149242249748,-0.15392228542316977,51.47753637821359,-0.17628893157855252,110,197,8,25.7,33.5,Exercise,False
R00068,51.537619698075396,-0.16675258868686055,51.4832620834888,-0.08129846305455281,99,262,4,21.3,37.0,Commute,False
R00069,51.464855064367974,-0.14233778423592236,51.473870635343225,-0.15271069543088975,139,15,10,13.3,37.4,Leisure,False
R00070,51.556088693660044,-0.14907610083459183,51.490421506487145,-0.11019737119474525,72,123,7,15.1,13.0,Exercise,False
R00071,51.534624476929665,-0.148169187954401,51.53307515056886,-0.10713701301212904,151,273,6,19.6,24.6,Leisure,False
R00072,51.47727156815342,-0.15443922489500903,51.50933858595039,-0.11679925829205143,494,105,5,17.8,38.7,Commute,False
R00073,51.45795221171236,-0.17359068103636383,51.47788812741507,-0.1465092605786352,482,304,4,17.7,19.2,Exercise,True
R00074,51.538946142845475,-0.17601260652665862,51.5451830078152,-0.15069037462359344,163,170,7,20.5,25.3,Mixed,False
R00075,51.52808573438476,-0.07902776102639684,51.54535818549515,-0.11803317172972969,388,147,5,21.4,18.1,Exercise,False
R00076,51.53030071680409,-0.13502268662641378,51.5444578425046,-0.09119043663883085,167,274,5,24.7,25.2,Exercise,True
R00077,51.53452703466859,-0.13936733528403183,51.48127962113815,-0.08312662710766043,445,43,1,17.5,40.9,Commute,False
R00078,51.46480446517341,-0.10983527173069302,51.50252393441809,-0.16720941955962426,345,80,2,24.9,24.8,Commute,False
R00079,51.493246572854424,-0.1559746112134936,51.555898965614084,-0.16231713874022802,193,79,5,17.4,28.6,Leisure,False
R00080,51.46898690595251,-0.08280388160497747,51.534601247630995,-0.08332637412169203,419,314,3,12.9,22.9,Commute,True
R00081,51.54371034258755,-0.0991654985584448,51.46011674212256,-0.10414647716652074,343,205,2,20.9,25.0,Mixed,False
R00082,51.519729812682755,-0.16885889976877405,51.46392045912605,-0.0895006175170227,99,136,4,21.4,8.6,Commute,False
R00083,51.490489802485264,-0.13604192242150717,51.50379313768123,-0.1575367365864657,185,252,4,27.0,18.5,Leisure,False
R00084,51.4637558350286,-0.08988816924378353,51.54832202058615,-0.11904141288905981,292,318,4,23.6,24.2,Commute,False
R00085,51.488498232171565,-0.08332679777085897,51.51127017979527,-0.10768604055825264,326,66,4,26.7,31.5,Mixed,False
R00086,51.48991833220267,-0.13105984887501304,51.50718125080343,-0.10978881145530274,191,285,3,26.5,24.7,Commute,True
R00087,51.5303606178338,-0.11645886107892924,51.46794736999566,-0.1369848309133302,376,109,7,21.7,20.5,Commute,False
R00088,51.521155747135516,-0.16109660539079249,51.523078010472425,-0.17626051083086916,142,302,9,20.4,22.4,Commute,True
R00089,51.54612127425763,-0.07868313738630234,51.53961031606002,-0.11950739431957369,134,326,5,20.9,17.0,Exercise,False
R00090,51.50462149251619,-0.15463282986165566,51.49544200075076,-0.15248984608203914,198,347,4,27.7,42.2,Commute,False
R00091,51.46935942459383,-0.08352682258648743,51.53496118509253,-0.13277457538571097,320,157,2,24.4,27.3,Commute,False
R00092,51.528724478722296,-0.11283533510076316,51.55384766539007,-0.08204189849161826,476,163,2,13.7,8.5,Commute,True
R00093,51.533478504861684,-0.11702632051211409,51.47777664591277,-0.13789646823575655,277,212,5,24.5,8.7,Exercise,False
R00094,51.513527719756944,-0.12653114889834916,51.50973296311947,-0.09381983933355732,356,185,7,14.7,44.0,Commute,True
R00095,51.53449671799545,-0.15473301882822413,51.48611379580846,-0.1589459394250749,148,203,10,19.2,16.2,Commute,False
R00096,51.506779559636435,-0.1601471967994492,51.53668544190338,-0.11055395019749711,20,229,10,15.4,37.8,Commute,False
R00097,51.509673282938195,-0.15575137909298248,51.51515933658811,-0.08009930455610564,306,95,9,23.0,10.2,Leisure,False
R00098,51.500154101835854,-0.15915617378557456,51.52085824175503,-0.16761068991270633,427,293,7,26.0,42.1,Exercise,False
R00099,51.45994191267441,-0.09984155264332467,51.53719141596159,-0.1769680057772808,249,282,5,16.6,40.4,Leisure,True
R00100,51.46818914269933,-0.142787474083327,51.49699704726624,-0.13444172073673857,419,242,10,13.3,29.1,Mixed,False
R00101,51.46054291856867,-0.17201573234366038,51.5489090068407,-0.16853745169486328,111,189,10,16.8,8.3,Mixed,False
R00102,51.521041041126374,-0.08088973698591886,51.51070288672461,-0.10296156503237687,92,215,10,22.8,17.5,Commute,False
R00103,51.48883559810763,-0.08942141150365743,51.473195482283536,-0.0863451336151441,133,136,6,17.3,23.1,Exercise,False
R00104,51.50825706911647,-0.0850247716804787,51.52698991181688,-0.1343979027291241,399,159,3,16.4,25.0,Exercise,False
R00105,51.5481566473926,-0.07830921773535647,51.53672613504382,-0.1519288357844559,379,19,5,15.0,19.0,Mixed,False
R00106,51.482329222914885,-0.16041047507805128,51.48907616770675,-0.13435966809933902,345,128,8,20.0,9.2,Leisure,False
R00107,51.49843829230356,-0.13817579810973413,51.54311792569987,-0.1054552182149999,8,226,1,16.4,29.8,Leisure,False
R00108,51.5329551138543,-0.10197615242959086,51.54801432547657,-0.1768945838419629,331,112,1,23.7,27.4,Leisure,False
R00109,51.480279816549164,-0.10819793819462077,51.48509044873778,-0.11885460105153028,414,76,7,13.2,18.5,Mixed,False
R00110,51.465097990982876,-0.1624104093660145,51.55575214727152,-0.1164708315112621,371,201,5,22.6,9.4,Commute,True
R00111,51.486375145291376,-0.09621668750093822,51.471471152804874,-0.11403117531040645,310,192,5,15.8,44.8,Commute,False
R00112,51.4735221287254,-0.15535594281633394,51.47760156684025,-0.1535977920019123,400,105,1,19.8,25.8,Commute,True
R00113,51.55036976523425,-0.1554182385177377,51.4758224839238,-0.10639472766218733,99,88,9,16.6,36.0,Commute,True
R00114,51.538212037956434,-0.12410255771065865,51.54679897100078,-0.16866085136682238,213,81,1,23.6,24.7,Leisure,False
R00115,51.52074037565104,-0.11850600651582968,51.522829255232494,-0.15787296635331993,229,346,5,27.1,9.6,Commute,False
R00116,51.544546059018764,-0.11979137921621888,51.47261042832223,-0.0900529953345518,463,198,10,26.7,19.5,Commute,True
R00117,51.5377672076899,-0.16865131626022453,51.50143234183683,-0.10392768492734336,352,331,9,21.3,19.8,Mixed,False
R00118,51.4760570058886,-0.09005391373696196,51.518929802506975,-0.1764254445988655,484,220,4,19.4,39.0,Leisure,False
R00119,51.54665589984899,-0.1512399957411294,51.46574640849894,-0.15296237396301998,325,321,8,25.1,32.2,Exercise,False
R00120,51.511334224191565,-0.1648485078717196,51.54564163684073,-0.15635935170068355,51,324,6,22.9,18.2,Commute,False
R00121,51.5381440155164,-0.08892519201310228,51.53776035354415,-0.15071936719630274,480,150,3,14.9,43.8,Commute,False
R00122,51.54700912999235,-0.08223485017702466,51.50792067735766,-0.15304402297201136,185,222,4,25.1,19.9,Exercise,False
R00123,51.48920034749718,-0.09158723827345494,51.55411266152591,-0.17154737042571544,110,330,2,18.9,44.9,Exercise,True
R00124,51.468405192452764,-0.09684839252751219,51.49917609792751,-0.13190594834031796,203,21,1,15.0,44.9,Commute,True
R00125,51.48019351625419,-0.11227580193609783,51.555811031903644,-0.10452665252138349,390,223,8,16.5,15.1,Mixed,True
R00126,51.50011077886262,-0.12271426293908608,51.52419199988036,-0.11712682752825636,110,41,1,16.3,19.6,Mixed,False
R00127,51.53920147659225,-0.169101324008859,51.52086712732539,-0.11051283314019202,284,189,1,20.3,26.0,Mixed,False
R00128,51.54347305832563,-0.13695467869293013,51.47399548952958,-0.1696850821463761,264,276,4,15.7,32.6,Leisure,False
R00129,51.45809521305312,-0.14053114829876862,51.54559277583046,-0.08265092898232128,112,364,10,14.0,27.5,Commute,False
R00130,51.50847473025775,-0.1518246216239674,51.50014896879206,-0.09395081661569751,23,106,10,14.0,43.9,Leisure,False
R00131,51.49914110031487,-0.1054579886311415,51.47362334057825,-0.09729096815043373,414,13,6,21.3,34.8,Exercise,True
R00132,51.47961078104707,-0.12821242649212292,51.45866075199758,-0.09550161949582325,463,36,9,23.8,15.8,Commute,False
R00133,51.46938653673337,-0.1696953784092352,51.513375568363834,-0.08452894918672386,300,311,1,17.1,11.9,Exercise,False
R00134,51.49116151714036,-0.15578167980501886,51.510139962212264,-0.12337460338863024,310,150,7,12.6,33.5,Commute,True
R00135,51.55169097039125,-0.10947412363404041,51.529335362236914,-0.15777179821323742,175,117,10,14.0,13.9,Leisure,True
R00136,51.489720293202076,-0.17018691405097,51.54642580530177,-0.11612163921474589,335,238,5,26.6,37.1,Commute,False
R00137,51.509279062174336,-0.09267930859512313,51.4653406584643,-0.1035118506332061,497,185,8,19.9,19.5,Exercise,False
R00138,51.527701895889514,-0.12828534729860258,51.53054964903403,-0.10400826066459747,199,78,7,19.3,20.1,Commute,False
R00139,51.49376296023793,-0.1297413422673352,51.476141194409756,-0.125655097583312,16,216,4,12.6,8.4,Exercise,False
R00140,51.55457820827209,-0.11855922153404824,51.54321770531571,-0.1709541280666422,199,226,4,23.7,33.9,Leisure,False
R00141,51.5536447294942,-0.09533190340748508,51.53930635138616,-0.14068870615698723,494,86,6,20.4,12.2,Exercise,True
R00142,51.482578229582536,-0.14301907920978071,51.51147937549855,-0.08572333915366426,287,89,6,15.2,36.6,Mixed,False
R00143,51.507124850589236,-0.10999838474409364,51.52842427986233,-0.1193551090242574,373,48,9,13.8,26.2,Exercise,False
R00144,51.48748783098168,-0.1212268036004209,51.48883501131837,-0.12396680567442867,186,279,5,18.1,37.0,Mixed,False
R00145,51.48588404943774,-0.1510971729830579,51.50451678989328,-0.15091464856178066,454,197,8,25.4,29.6,Commute,False
R00146,51.46108869473545,-0.0899370013644842,51.53956368977104,-0.14095510800834213,309,179,5,25.8,11.1,Commute,False
R00147,51.51835643339798,-0.09805739783930718,51.50332651971732,-0.08826539108468306,148,13,2,21.6,36.3,Commute,False
R00148,51.507667902322886,-0.11195481653415745,51.49317982653254,-0.11115369524731643,390,161,6,23.6,10.6,Commute,False
R00149,51.462547875125,-0.09274182709057581,51.506821244725025,-0.0990612973247667,320,16,9,13.8,25.7,Exercise,False
R00150,51.48526464642366,-0.09107057990401976,51.54022492524372,-0.1323654576932345,186,40,3,21.4,14.4,Commute,False
R00151,51.54822658859666,-0.10696370232849652,51.49092080473709,-0.11477527805438421,34,42,1,22.7,35.8,Leisure,True
R00152,51.481356189066695,-0.0940986671636328,51.47477615931357,-0.15296163912567926,88,12,1,15.2,41.7,Leisure,False
R00153,51.47188948720912,-0.10805285383307163,51.528601402033075,-0.10725391697165138,170,221,3,26.1,28.5,Leisure,False
R00154,51.50634527602775,-0.10978592282396996,51.5399978212708,-0.13503986662966627,288,140,10,15.1,27.5,Leisure,False
R00155,51.55596504541106,-0.11593886217848157,51.46746374785235,-0.13354544851852546,285,291,5,17.0,36.3,Exercise,True
R00156,51.481605527151146,-0.10252833604423588,51.48138741127559,-0.11286776754231183,100,132,3,21.9,8.2,Commute,False
R00157,51.52461355474058,-0.16193948947069264,51.4715971989761,-0.08417193785310732,385,343,9,22.2,42.0,Commute,False
R00158,51.53356196153287,-0.08971292408010716,51.492194141158215,-0.1713993653391379,270,180,8,23.2,15.3,Leisure,False
R00159,51.48116375439924,-0.0906156472254768,51.50243509789054,-0.09532567626529924,448,158,3,13.8,44.4,Exercise,False
R00160,51.530221634861185,-0.1748752716965441,51.532282633696326,-0.1485616889587807,302,337,9,25.6,35.2,Leisure,False
R00161,51.494178313271924,-0.09521832494352372,51.522514758488164,-0.13340805454936222,300,32,6,20.5,36.6,Mixed,False
R00162,51.52063058305935,-0.1649130132526555,51.51949285674784,-0.17560866712249912,229,121,7,19.5,32.3,Leisure,False
R00163,51.520752971076085,-0.14428811457408583,51.49263749466096,-0.14769539221656872,337,290,4,27.7,25.5,Leisure,False
R00164,51.510977468407475,-0.10344917437083923,51.54154475530847,-0.12753687573698697,365,81,4,23.8,29.2,Commute,True
R00165,51.46642897700544,-0.16172401039516918,51.50452871673981,-0.1721823922652561,378,172,2,13.9,9.7,Leisure,True
R00166,51.54093024955892,-0.09600329758809378,51.55531049380151,-0.1286904270616835,46,195,5,24.1,31.1,Exercise,False
R00167,51.48947800649717,-0.0945865822042258,51.52081421382957,-0.08508893711415727,307,84,8,13.5,31.2,Commute,False
R00168,51.47605185103998,-0.12705322662391638,51.47002647415645,-0.1672606781892195,425,96,7,12.4,41.0,Commute,False
R00169,51.461477514155476,-0.17716141282831666,51.52501775620754,-0.10135592719244957,250,182,7,18.5,26.7,Exercise,True
R00170,51.51648929431882,-0.14909618668250874,51.48991040154317,-0.13683289466240076,212,27,6,27.9,10.9,Commute,False
R00171,51.525156436184226,-0.11610730816242579,51.526032719668606,-0.1122826285475662,241,60,3,14.8,19.3,Commute,False
R00172,51.45905878289278,-0.07968138219725765,51.46436411481624,-0.15177634020147707,26,190,5,22.8,32.3,Exercise,True
R00173,51.50860930582993,-0.11461864729833317,51.47488814371759,-0.16185077374586418,189,228,1,14.8,16.9,Commute,False
R00174,51.48004957751979,-0.15181964189358402,51.542973725890576,-0.16175373857287736,472,321,7,23.6,18.4,Mixed,False
R00175,51.52191727904094,-0.11439942969003887,51.48011795570235,-0.17075080543568555,246,334,9,20.1,38.4,Commute,False
R00176,51.4748366429005,-0.12380146202841445,51.54110411252429,-0.1592353295098757,367,185,1,22.9,29.6,Exercise,False
R00177,51.526493773810245,-0.09981546048488564,51.48532760884544,-0.11137806150110317,287,282,2,15.2,26.8,Leisure,False
R00178,51.49607353463005,-0.16710193611730417,51.521688191005865,-0.0896309388156492,45,118,3,23.9,19.8,Mixed,True
R00179,51.55107299887367,-0.1016972097497972,51.52681505735098,-0.09638743144088381,340,230,3,27.9,35.0,Commute,False
R00180,51.4711520944146,-0.12367334213238898,51.5086654753145,-0.10928656901255158,166,220,8,22.7,18.6,Exercise,True
R00181,51.491506635105026,-0.08150079961410053,51.48793106766967,-0.16675681365888975,164,65,7,19.9,35.3,Leisure,False
R00182,51.468747352124055,-0.1436127833961314,51.47866443763711,-0.14888125537040503,478,333,6,26.8,10.6,Leisure,True
R00183,51.54986936182785,-0.1145378106866052,51.46071893545624,-0.14681931246775312,93,115,10,12.3,40.0,Leisure,False
R00184,51.54513393533809,-0.08459718944899824,51.48779464012407,-0.1528043053602379,326,163,10,23.7,26.5,Exercise,False
R00185,51.48319416277151,-0.1675490272009321,51.52271627905312,-0.12629943402902769,16,197,4,26.2,24.2,Mixed,True
R00186,51.52339840460341,-0.08407715127635489,51.55123048184484,-0.12424461851203275,428,206,9,13.0,30.6,Commute,False
R00187,51.53912222002012,-0.10901142776991866,51.5445204482263,-0.14211140248288898,77,318,1,19.2,31.1,Commute,True
R00188,51.51292008115994,-0.17101629408948282,51.53400647765353,-0.1424210841263564,80,202,2,15.3,12.9,Exercise,False
R00189,51.5103650578356,-0.14770364330531838,51.53624473432532,-0.09494444020939186,350,41,4,21.1,36.0,Commute,False
R00190,51.481585229090044,-0.10698279113547184,51.5238984903476,-0.09887071516803143,205,252,3,22.4,18.2,Mixed,True
R00191,51.46671027678059,-0.17106493985312285,51.4834286857566,-0.14702041683192543,14,243,1,16.8,41.5,Leisure,True
R00192,51.54712157579533,-0.11958295398237268,51.54811950307058,-0.08642115561267406,356,110,5,19.4,38.3,Exercise,False
R00193,51.547441805716325,-0.14321169430470435,51.524473231190576,-0.08251849829974939,230,13,7,16.5,20.8,Commute,True
R00194,51.52071014572732,-0.1157084482232523,51.51344406309804,-0.14512574579699591,180,289,2,17.9,37.9,Commute,False
R00195,51.491302979104866,-0.17322579661874873,51.46849894692135,-0.14235750512069453,280,7,5,14.6,21.2,Exercise,False
R00196,51.49232095746127,-0.09064631938476236,51.50210555438064,-0.12723658465780413,43,225,6,26.2,11.7,Mixed,False
R00197,51.52999556788702,-0.0804511030822603,51.50343582712019,-0.08368791874663264,64,236,7,12.2,43.6,Mixed,False
R00198,51.54711102599525,-0.08091221447143085,51.54385636095226,-0.09016805668576884,70,178,1,26.1,32.1,Commute,False
R00199,51.5461086424265,-0.10283481682570753,51.51206482201878,-0.16754320374164103,325,93,7,21.1,24.9,Commute,False
R00200,51.53538755458576,-0.16479137598693683,51.49544005489704,-0.13852692567285838,439,47,4,17.3,22.7,Commute,True
R00201,51.52160316461543,-0.10197368040709774,51.55508003285106,-0.12246288102502281,128,129,8,23.6,20.0,Mixed,True
R00202,51.465813996499506,-0.17534130835411987,51.46847205933263,-0.127486752744846,168,337,4,20.1,44.3,Commute,True
R00203,51.47356287140946,-0.1755876448471003,51.49965484283119,-0.15841369320631074,412,304,6,20.0,13.0,Commute,True
R00204,51.5472554188527,-0.14543897808504588,51.46160246751714,-0.09191832288318452,415,184,9,13.8,19.6,Commute,True
R00205,51.518042905965956,-0.12893568095953342,51.53139041207669,-0.11010592170031626,390,69,5,18.2,26.0,Commute,False
R00206,51.458319705161664,-0.10075925821922067,51.54920765521991,-0.09400916251481964,163,171,4,15.9,25.7,Mixed,False
R00207,51.4675471542866,-0.10947046233934948,51.48540373295505,-0.09192357206505278,61,193,8,12.3,25.4,Leisure,False
R00208,51.5237501769108,-0.13320972936232517,51.543234167679906,-0.10296441463342602,82,215,9,17.8,14.5,Commute,True
R00209,51.457906158384624,-0.15043733337183343,51.486621823046185,-0.13387893987502827,198,233,4,13.4,13.4,Commute,False
R00210,51.47348080514175,-0.07808754998422889,51.548477016164384,-0.11674532449845755,289,54,3,16.1,17.4,Commute,False
R00211,51.512273378936655,-0.1351818697764027,51.532796190359676,-0.1617634593880257,19,230,8,13.5,41.8,Commute,False
R00212,51.52658951976927,-0.13266129756703246,51.53789067768414,-0.11043545825250924,16,9,5,13.6,12.2,Commute,False
R00213,51.52259612595026,-0.16143761788083308,51.459200655560046,-0.15987467442607192,105,181,2,15.2,36.0,Exercise,False
R00214,51.479826930946054,-0.09831904512500705,51.5536810357074,-0.10840504094898432,160,105,10,28.0,36.0,Commute,False
R00215,51.52861792213475,-0.10843177742185113,51.53006709920703,-0.15484018392460314,344,122,9,12.0,38.0,Commute,False
R00216,51.48112490874968,-0.15572303872112397,51.487875109538614,-0.16604486998497803,129,276,3,22.2,40.8,Commute,True
R00217,51.48993996981592,-0.16956189543841574,51.54033946648588,-0.16127155098570425,363,259,2,14.3,17.7,Exercise,False
R00218,51.532049140511795,-0.10975006979252869,51.48555211984149,-0.177600786478093,284,323,1,26.7,16.3,Leisure,False
R00219,51.52236328990472,-0.11234887857188648,51.54467538395661,-0.10592603821464698,409,101,8,13.5,25.2,Exercise,True
R00220,51.54232234104941,-0.15047404730017908,51.468658039041195,-0.1045598950941621,398,279,3,27.3,17.8,Leisure,False
R00221,51.52316128923003,-0.08271364377495896,51.527768597746075,-0.12630666500867405,114,30,7,21.8,35.2,Exercise,False
R00222,51.51423086033354,-0.16269421082191,51.511469847664486,-0.16166371989446163,338,122,1,12.0,31.5,Commute,False
R00223,51.466767476782806,-0.1345665198957398,51.467053447019545,-0.16944456624893103,361,157,1,26.3,40.4,Mixed,True
R00224,51.49417158030594,-0.0834384079832401,51.48158938282588,-0.1758871033562713,150,344,9,20.3,11.1,Commute,False
R00225,51.48392023676817,-0.13582726830738778,51.45864040362773,-0.16122518230347793,220,56,8,16.2,41.9,Leisure,False
R00226,51.481798964337905,-0.11394740523359145,51.50427679654645,-0.08871444650168532,402,212,3,24.3,18.9,Exercise,False
R00227,51.55470105547524,-0.13804056020372057,51.487526526075996,-0.15364631582983182,166,341,6,26.8,26.2,Leisure,True
R00228,51.49670977246667,-0.150378479765133,51.51723574842977,-0.14237286727827844,132,85,3,19.7,24.2,Mixed,False
R00229,51.546604655517704,-0.07940223520401717,51.48712378077086,-0.1672654515518667,318,76,4,17.0,36.1,Leisure,False
